Observation #,Easting,Northing,GPS #,Waypoint,Photo,Camera,Cover Class,Incline,Family,Identify Plant,Match Found?,Match Status?,genus,species,LAT,LONG,Number,Number Total (vascular),Number Unique,Plant Description,Abstract,Team,Correct ID,Notes,QC
"MJV3-15-BIO-VT-3,2-3D",608992.51 m E,3899866.24 m N,1,62,"45,46",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 9.398""","-115° 48' 7.790""",25,28,5,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-3E",608994.89 m E,3899872.48 m N,1,63,"47,48",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 9.600""","-115° 48' 7.693""",1,8,2,Red Brome grass,cholla litter,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-3G",609000.33 m E,3899882.31 m N,1,65,"104,105",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 9.917""","-115° 48' 7.473""",1,7,2,Red Brome grass,cholla litter,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-4A",609006.87 m E,3899852.88 m N,1,68,"112,113",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.959""","-115° 48' 7.229""",40,46,3,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-4B",609005.47 m E,3899847.76 m N,1,70,"114,115",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.794""","-115° 48' 7.287""",100,123,5,Red Brome grass,litter,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-4C",609010.11 m E,3899841.05 m N,1,71,"116,117",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.574""","-115° 48' 7.106""",1,4,4,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-4E",609010.69 m E,3899830.52 m N,1,73,"120,121",,Sand,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.232""","-115° 48' 7.088""",2,3,2,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-4F",609011.80 m E,3899828.65 m N,1,74,122-125,,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.171""","-115° 48' 7.045""",1,5,5,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-4G",609016.95 m E,3899816.51 m N,1,75,"126,127",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 7.775""","-115° 48' 6.847""",1,4,2,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-4H",609015.28 m E,3899811.94 m N,1,76,"128,129",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 7.627""","-115° 48' 6.916""",1,8,6,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-3,2-4I",609017.42 m E,3899808.08 m N,1,77,"130,131",,Plant,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 7.501""","-115° 48' 6.833""",1,5,4,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-7,3-1B",609437.86 m E,3899997.64 m N,1,79,"3,4",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 13.488""","-115° 47' 50.111""",1,6,4,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-7,3-1D",609456.22 m E,3900000.19 m N,1,81,"9,10",,Rock,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 13.564""","-115° 47' 49.383""",1,1,1,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-7,3-3E",609453.48 m E,3899978.30 m N,1,93,"35,36",,Litter,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 12.854""","-115° 47' 49.502""",5,5,1,Red Brome grass,litter,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-7,3-3G",609458.99 m E,3899973.93 m N,1,94,"37,38",,Litter,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 12.710""","-115° 47' 49.286""",5,7,3,Red Brome grass,,Espericueta & Reyes,,,
"MJV3-15-BIO-VT-7,3-4E",609447.97 m E,3899959.49 m N,1,100,10-Aug,DE phone,Gravel,N/A,Poaceae,Bromus madritensis ssp. Rubens,Yes,Keep,Bromus,madritensis,"35° 14' 12.246""","-115° 47' 49.729""",80,89,6,Red Brome grass,,Espericueta & Reyes,Y,,SM
"MJV4-15-BIO-VT-2,2-1A",608875.23 m E,3899848.85 m N,1,480,"MJV4-15-BIO-VT-2,2-1A-1.jpg,
MJV4-15-BIO-VT-2,2-1A-2.jpg,
MJV4-15-BIO-VT-2,2-1A-Unk1.jpg,
MJV4-15-BIO-VT-2,2-1A-Unk2.jpg,
MJV4-15-BIO-VT-2,2-1A-Unk3.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.880""","-115° 48' 12.438""",80,100,5,Red Brome?,"A lot of basalt, green lichen. At base of slope. Lots of litter and brome.","Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1B",608871.07 m E,3899846.48 m N,1,483,"MJV4-15-BIO-VT-2,2-1B-1.jpg,
MJV4-15-BIO-VT-2,2-1B-2.jpg,
MJV4-15-BIO-VT-2,2-1B-Unk4.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.805""","-115° 48' 12.604""",50,57,11,Red Brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1C",608869.98 m E,3899846.46 m N,1,485,"MJV4-15-BIO-VT-2,2-1C.jpg,
MJV4-15-BIO-VT-2,2-1C-Unk5.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.804""","-115° 48' 12.647""",100,103,4,Red Brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1D",608868.80 m E,3899838.79 m N,1,487,"MJV4-15-BIO-VT-2,2-1D.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.556""","-115° 48' 12.697""",40,52,4,Red Brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1E",608870.43 m E,3899831.71 m N,1,488,"MJV4-15-BIO-VT-2,2-1E.jpg,
MJV4-15-BIO-VT-2,2-1E-Unk6.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.325""","-115° 48' 12.636""",15,19,6,Red Brome?,"More gravelly than dirt. Lichens on the rock, some litter.","Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1F",608871.38 m E,3899828.62 m N,1,489,"MJV4-15-BIO-VT-2,2-1F.jpg",,Live Plant,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.225""","-115° 48' 12.600""",~20,26,6,Red Brome?,Lots of loose rocks.,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1G",608869.93 m E,3899827.83 m N,1,490,None,,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.200""","-115° 48' 12.658""",15,25,5,Red Brome?,"Some pointy-looking dandelion fluff. Looser rocks, lots of gravel.","Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1I",608872.25 m E,3899831.51 m N,1,494,"MJV4-15-BIO-VT-2,2-1I.jpg,
MJV4-15-BIO-VT-2,2-1I-Unk7.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.318""","-115° 48' 12.564""",4,13,12,Red Brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1J",608872.11 m E,3899858.25 m N,2,188,"MJV4-15-BIO-VT-2,2-1J.jpg",,Sand,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 9.186""","-115° 48' 12.557""",4,5,2,Red Brome?,"Lots of litter, much flatter land. Temp is significantly hotter.","Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1K",608875.70 m E,3899862.73 m N,2,189,"MJV4-15-BIO-VT-2,2-1K.jpg,
MJV4-15-BIO-VT-2,2-1K-Unk17.jpg",,Sand,N/A,,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 9.330""","-115° 48' 12.413""",1,4,3,Red Brome?,1 large basalt rock in middle.,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1N",608878.89 m E,3899884.39 m N,2,219,"MJV4-15-BIO-VT-2,2-1N.jpg,
MJV4-15-BIO-VT-2,2-1N-Unk33.jpg",,Live Plant,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 10.032""","-115° 48' 12.276""",10,21,5,Red brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-1O",608885.76 m E,3899888.58 m N,2,220,"MJV4-15-BIO-VT-2,2-1O.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 10.165""","-115° 48' 12.002""",4,6,3,Red brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-3A",608871.00 m E,3899823.00 m N,4,495,"MJV4-15-BIO-VT-2,2-3A.jpg,
MJV4-15-BIO-VT-2,2-3A-Unk8.jpg",,Live plant,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.043""","-115° 48' 12.618""",40,44,7,Red brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-3B",608877.40 m E,3899842.56 m N,2,173,"MJV4-15-BIO-VT-2,2-3B.jpg,
MJV4-15-BIO-VT-2,2-3B-Unk9.jpg,
MJV4-15-BIO-VT-2,2-3B-Unk10.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.675""","-115° 48' 12.355""",1,11,5,Red brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-3D",608874.84 m E,3899835.87 m N,2,175,"MJV4-15-BIO-VT-2,2-3D.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.459""","-115° 48' 12.460""",10,10,5,Red brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-3F",608874.97 m E,3899825.00 m N,2,177,"MJV4-15-BIO-VT-2,2-3F.jpg,
MJV4-15-BIO-VT-2,2-3F-Unk12.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.106""","-115° 48' 12.460""",15,28,4,Red brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-3G",608873.20 m E,3899820.54 m N,2,178,"MJV4-15-BIO-VT-2,2-3G.jpg,
MJV4-15-BIO-VT-2,2-3G-Unk13.jpg,
MJV4-15-BIO-VT-2,2-3G-Unk13a.jpg,
MJV4-15-BIO-VT-2,2-3G-Unk14.jpg",,Live plant,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 7.962""","-115° 48' 12.532""",4,7,8,Red brome?,"Lots of litter, lot of boulders","Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-3I",608878.77 m E,3899819.61 m N,2,180,"MJV4-15-BIO-VT-2,2-3I.jpg",,Live plant,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 7.929""","-115° 48' 12.312""",12,15,4,Red brome?,"Lots of litter, incline is much steeper now, near base of basalt ridge","Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-5A",608917.76 m E,3899845.93 m N,2,187,"MJV4-15-BIO-VT-2,2-5A.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.768""","-115° 48' 10.757""",12,27,5,Red brome?,Round greyish rocks,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-5C",608904.42 m E,3899835.23 m N,2,185,"MJV4-15-BIO-VT-2,2-5C.jpg",,Live plant,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.426""","-115° 48' 11.290""",10,11,8,Red brome?,"Jagged basalt, some litter, lots of lichen","Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-5D",608902.47 m E,3899830.99 m N,2,184,"MJV4-15-BIO-VT-2,2-5D.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.290""","-115° 48' 11.369""",11,13,6,Red brome?,"So much basalt, still very jagged, litter.","Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-5E",608896.82 m E,3899823.93 m N,2,183,"MJV4-15-BIO-VT-2,2-5E.jpg,
MJV4-15-BIO-VT-2,2-5E-Unk16a.jpg,
MJV4-15-BIO-VT-2,2-5E-Unk16b.jpg,
MJV4-15-BIO-VT-2,2-5E-Unk16c.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.063""","-115° 48' 11.596""",2,3,2,Red brome?,Actual caterpillars on this plant (phacelia)!,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-6C",608908.39 m E,3899846.04 m N,2,223,"MJV4-15-BIO-VT-2,2-6C.jpg",,Live plant,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.776""","-115° 48' 11.128""",5,6,2,Red brome?,,,,,
"MJV4-15-BIO-VT-2,2-6E",608910.98 m E,3899850.06 m N,2,224,"MJV4-15-BIO-VT-2,2-6E.jpg,
MJV4-15-BIO-VT-2,2-6E-Unk36.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 8.905""","-115° 48' 11.023""",60,70,6,Red brome?,,,,,
"MJV4-15-BIO-VT-2,2-6G",608924.85 m E,3899854.33 m N,2,226,"MJV4-15-BIO-VT-2,2-6G.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 9.038""","-115° 48' 10.472""",3,7,10,Red brome?,"Lots of litter, basalt, and rocks. A lot of thick black moss on the pink rock. Herbivore scat pellets.",,,,
"MJV4-15-BIO-VT-2,2-6H",608930.31 m E,3899854.29 m N,2,227,"MJV4-15-BIO-VT-2,2-6H.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 9.035""","-115° 48' 10.257""",4,7,9,Red brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-2,2-9L",608905.59 m E,3899881.83 m N,2,246,"MJV4-15-BIO-VT-2,2-9L.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 9.938""","-115° 48' 11.221""",17,31,15,Red brome?,"Opposite slope, unknown winged insect",,,,
"MJV4-15-BIO-VT-6,5-1A",609295.02 m E,3900182.26 m N,4,285,"MJV4-15-BIO-VT-6,5-1A.jpg,
MJV4-15-BIO-VT-6,5-1A-Unk18.jpg,
MJV4-15-BIO-VT-6,5-1A-Unk19.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 19.536""","-115° 47' 55.673""",10,19,5,Red brome?,N/A,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-6,5-1B",609294.00 m E,3900184.47 m N,4,286,"MJV4-15-BIO-VT-6,5-1B.jpg,
MJV4-15-BIO-VT-6,5-1B-Unk20.jpg,
MJV4-15-BIO-VT-6,5-1B-Unk21.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 19.608""","-115° 47' 55.712""",3,25,7,Red brome?,"Some basalt, a lot of gravel","Espericueta, Rice",,,
"MJV4-15-BIO-VT-6,5-1C",609289.64 m E,3900175.65 m N,4,287,"MJV4-15-BIO-VT-6,5-1C.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 19.324""","-115° 47' 55.889""",13,46,4,Red brome?,"Lots of gravel and small rocks, between two large creosotes. Some scat (large herbivore).","Espericueta, Rice",,,
"MJV4-15-BIO-VT-6,5-1D",609289.08 m E,3900177.20 m N,4,288,"MJV4-15-BIO-VT-6,5-1D.jpg",,Sand,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 19.374""","-115° 47' 55.910""",3,26,6,,"A lot of small rocks, some litter","Espericueta, Rice",,,
"MJV4-15-BIO-VT-6,5-1J",609272.92 m E,3900158.81 m N,4,294,"MJV4-15-BIO-VT-6,5-1J.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 18.784""","-115° 47' 56.558""",3,19,6,Red brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-6,5-3B",609310.21 m E,3900168.47 m N,4,296,"MJV4-15-BIO-VT-6,5-3B.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 19.082""","-115° 47' 55.079""",1,12,5,Red brome?,Lots of gravel and litter,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-6,5-5A",609329.94 m E,3900147.30 m N,4,302,"MJV4-15-BIO-VT-6,5-5A.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 18.388""","-115° 47' 54.308""",4,15,7,Red brome?,"Some litter, Uta stansburiana (large Common side-blotched lizard)","Espericueta, Rice",N,,
"MJV4-15-BIO-VT-6,5-5C",609337.23 m E,3900145.94 m N,4,304,"MJV4-15-BIO-VT-6,5-5C.jpg,
MJV4-15-BIO-VT-6,5-5C-Unk31A.jpg,
MJV4-15-BIO-Vt-6,5-5C-Unk31B.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 18.341""","-115° 47' 54.021""",16,29,5,Red brome?,,,,,
"MJV4-15-BIO-VT-6,5-5D",609341.56 m E,3900156.76 m N,4,306,"MJV4-15-BIO-VT-6,5-5D.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 18.690""","-115° 47' 53.844""",5,19,5,Red brome?,,,N,,JP
"MJV4-15-BIO-VT-6,5-5E",609345.10 m E,3900157.47 m N,4,305,"MJV4-15-BIO-VT-6,5-5E.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 18.712""","-115° 47' 53.704""",17,25,8,Red brome?,,"Espericueta, Rice",N,,
"MJV4-15-BIO-VT-6,5-5F",609340.09 m E,3900158.07 m N,4,307,"MJV4-15-BIO-VT-6,5-5F.jpg,
MJV4-15-BIO-VT-6,5-5F-Unk32.jpg",,Gravel,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 18.733""","-115° 47' 53.902""",5,8,3,Red brome?,,,,,
"MJV4-15-BIO-VT-6,5-5H",609358.56 m E,3900166.39 m N,4,309,None,,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 18.996""","-115° 47' 53.167""",6,13,6,Red brome?,,"Espericueta, Rice",,,
"MJV4-15-BIO-VT-6,5-5J",609360.47 m E,3900173.62 m N,4,311,"MJV4-15-BIO-VT-6,5-5J.jpg",,Rock,N/A,Poaceae,Bromus madritensis ssp. rubens,Yes,Keep,Bromus,madritensis,"35° 14' 19.230""","-115° 47' 53.088""",10,22,5,,"Lot os litter and basalt, small amount of sand.","Espericueta, Rice",N,,
"MJV4-15-BIO-VT-2,2-2A",608878.96 m E,3899849.01 m N,1,481,467-469,,Live Plant,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 8.884""","-115° 48' 12.290""",30,37,5,Still green,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-2B",608879.65 m E,3899851.79 m N,1,482,471,,Rock/gravel,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 8.974""","-115° 48' 12.262""",20,29,6,NA,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-2C",608882.57 m E,3899851.49 m N,1,484,476,,Gravel,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 8.963""","-115° 48' 12.146""",40,55,5,NA,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-2D",608878.98 m E,3899854.89 m N,1,486,478,,Rock,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 9.074""","-115° 48' 12.287""",60,77,11,NA,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-4B",608884.24 m E,3899833.43 m N,1,496,485,,Rock,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 8.376""","-115° 48' 12.089""",10,13,3,NA,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-4A",608888.38 m E,3899837.26 m N,1,497,488,,Live Plant,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 8.499""","-115° 48' 11.923""",30,47,9,NA,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-2E",608900.50 m E,3899866.35 m N,1,498,506,,Rock/gravel,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 9.438""","-115° 48' 11.430""",50,62,5,NA,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-2F",608897.27 m E,3899877.30 m N,1,499,NA,,Live Plant,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 9.795""","-115° 48' 11.553""",38,46,6,NA,"Note: hummingbird, looked full grown, eating bladderpod, yellow","Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-2H",608916.03 m E,3899891.28 m N,1,500,522,,Rock,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 10.241""","-115° 48' 10.804""",60,141,8,NA,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-2H",608916.03 m E,3899891.28 m N,1,500,522,,Rock,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 10.241""","-115° 48' 10.804""",42,141,8,NA,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-2I",608922.87 m E,3899890.25 m N,1,501,523,,Rock,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 10.205""","-115° 48' 10.534""",60,65,5,NA,"Note: hummingbird, black-bodied bees going into holes of basicular basalt, digging dirt out of holes, near quadrat","Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-2J",608916.18 m E,3899893.94 m N,1,502,529,,Gravel,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 10.327""","-115° 48' 10.797""",2,7,3,NA,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV4-15-BIO-VT-2,2-4F",608903.44 m E,3899856.07 m N,1,504,531,,Gravel/sand,N/A,Poaceae,Red Brome,Yes,Keep,Bromus,madritensis,"35° 14' 9.103""","-115° 48' 11.319""",53,,,Pic #532,,"Brittanie Rodriguez, Jenna Baughman",,,
"MJV1-14-BIO-VT-4,4-1C",609116.62 m E,3900019.49 m N,,,N,,Rock (>50mm),~43°,Orbanchaceae,Castilleja chromosa,Yes,Keep,Castilleja,angustifolia,"35° 14' 14.323""","-115° 48' 2.808""",1,3,5,"Desert Paintbrush, aka Indian Paintbrush","Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-2H",609134.79 m E,3900014.05 m N,,,"MJV1-14-BIO-VT-4,4-2H",,Rock,~5°,Asteraceae,Xylorhiza tortifolia,Yes,Keep,Chrysothamnus,viscidiflorus,"35° 14' 14.140""","-115° 48' 2.092""",1,~36,5,"Mojave Aster, beautiful, vibrant colors",Cobbles with gravel beneath,"Espericueta, Rodriguez",Y,,SM
"MJV4-15-BIO-VT-2,2-2E",608900.50 m E,3899866.35 m N,1,498,506,,Rock/gravel,N/A,Asteraceae,Xylorhiza tortifolia,Yes,Keep,Chrysothamnus,viscidiflorus,"35° 14' 9.438""","-115° 48' 11.430""",1,62,5,"Mojave Aster Pic #508, purple flower with yellow center, long leaves, white and fuzzy",,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-3F",608874.97 m E,3899825.00 m N,2,177,"MJV4-15-BIO-VT-2,2-3F.jpg,
MJV4-15-BIO-VT-2,2-3F-Unk12.jpg",,Gravel,N/A,Asteraceae,Xylorhiza tortifolia,Yes,Keep,Chrysothamnus,viscidiflorus,"35° 14' 8.106""","-115° 48' 12.460""",2,28,4,Mojave Aster,,"Espericueta, Rice",Y,,SM
"MJV8-16-BIO-VT-6,2-J",609277.37 m E,3899843.50 m N,4,27,83,Brian Rivas,Live Plant,N/A,Asteraceae,Xylorhiza tortifolia,Yes,Keep,Chrysothamnus,viscidiflorus,"35° 14' 8.549""","-115° 47' 56.533""",,,,Mojave Aster,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3A",609287.57 m E,3899858.27 m N,4,31,84,Brian Rivas,Granitic Gravel,N/A,Asteraceae,Xylorhiza tortifolia,Yes,Keep,Chrysothamnus,viscidiflorus,"35° 14' 9.024""","-115° 47' 56.123""",,,,Mojave Aster,,Rivas/S.Gregory,Y,,SM
"MJV1-14-BIO-VT-1,1-2B",608777.68 m E,3899703.92 m N,,,"MJV1-14-BIO-VT-1,1-2B.jpg",,Gravel (2-50mm),0,Cleomaceae,Peritoma arborea,Yes,Keep,Cleomella,arborea,"35° 14' 4.214""","-115° 48' 16.366""",1,2,2,Bladderpod,,"Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-2D",608778.98 m E,3899709.59 m N,,,"MJV1-14-BIO-VT-1,1-2D.jpg",,Rock,~3°,Cleomaceae,Peritoma arborea,Yes,Keep,Cleomella,arborea,"35° 14' 4.398""","-115° 48' 16.312""",1,3,3,Bladderpod,Several angular basalt boulders on granitic gravel. Slight incline,"Espericueta, Rodriguez",Y,,SM
